cust_id,application_date,age,monthly_income,employment_type,residential_status,credit_limit,debt_to_income,bureau_score,inq_6m,delinq_12m,active_trades,default_12m,inq_3m,delinq_6m,residence_tenure,emi_to_income_ratio,new_trades_3m,utilization_ratio,thin_file_flag,ptp_flag_bureau,education_level,gender,marital_status,risk_region_flag,channel_code
CUST000625,2022-10-28,25,9598.0,SALARIED,OTHER,20000,0.34,640.0,2,0,2,0,1,0,0,0.26,3,0.39,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST000626,2022-05-12,56,12559.0,SELF-EMPLOYED,OWN,20000,0.29,615.0,6,1,4,0,1,0,2,0.3,1,0.39,0,0,BACHELORS,MALE,MARRIED,0,ONLINE
CUST000627,2022-10-19,50,12293.0,SALARIED,RENT,5000,0.43,614.0,3,0,5,0,2,0,7,0.3,2,0.4,0,0,BACHELORS,MALE,MARRIED,0,ONLINE
CUST000628,2022-03-11,39,15875.0,SALARIED,OWN,20000,0.37,732.0,2,0,2,0,0,0,2,0.34,0,0.52,0,0,OTHER,FEMALE,MARRIED,0,BRANCH
CUST000629,2022-09-09,43,15869.0,SELF-EMPLOYED,OWN,15000,0.17,638.0,2,1,6,1,2,1,14,0.2,0,0.4,0,0,OTHER,MALE,MARRIED,1,DSA
CUST000630,2022-10-02,54,13976.0,SALARIED,OWN,20000,0.39,647.0,1,0,1,0,1,0,16,0.12,2,0.18,1,1,BACHELORS,MALE,SINGLE,1,BRANCH
CUST000631,2022-12-30,33,10551.0,SALARIED,OWN,30000,0.05,707.0,4,0,2,0,4,0,17,0.09,1,0.5,0,0,BACHELORS,MALE,DIVORCED,0,BRANCH
CUST000632,2022-07-01,63,14967.0,SALARIED,OWN,15000,0.41,640.0,1,2,3,0,0,2,3,0.13,0,0.04,0,0,MASTERS,MALE,SINGLE,0,BRANCH
CUST000633,2022-06-16,49,11632.0,SELF-EMPLOYED,OTHER,5000,0.14,590.0,1,0,5,0,0,0,18,0.37,0,0.13,0,1,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST000634,2022-04-01,56,7672.0,SALARIED,RENT,20000,0.34,596.0,2,0,5,0,0,0,8,0.23,3,0.19,0,0,OTHER,FEMALE,SINGLE,0,ONLINE
CUST000635,2022-07-21,42,10387.0,SELF-EMPLOYED,RENT,20000,0.17,672.0,0,0,4,0,0,0,13,0.39,1,0.4,0,0,BACHELORS,MALE,SINGLE,1,BRANCH
CUST000636,2022-12-12,56,12338.0,SALARIED,OWN,10000,0.35,700.0,0,0,4,0,0,0,15,0.12,3,0.29,0,0,MASTERS,FEMALE,SINGLE,0,DSA
CUST000637,2022-01-19,29,15641.0,SALARIED,RENT,15000,0.44,665.0,2,0,8,0,1,0,16,0.31,2,0.58,0,0,MASTERS,MALE,MARRIED,0,BRANCH
CUST000638,2022-02-08,59,11266.0,SALARIED,OWN,50000,0.58,697.0,1,0,5,0,1,0,6,0.16,1,0.22,0,0,BACHELORS,MALE,MARRIED,1,BRANCH
CUST000639,2022-05-06,39,7163.0,SALARIED,OWN,10000,0.12,594.0,3,0,4,0,0,0,19,0.37,0,0.49,0,0,MASTERS,FEMALE,SINGLE,0,BRANCH
CUST000640,2022-06-22,58,12227.0,SALARIED,OWN,10000,0.5,598.0,0,0,3,1,0,0,6,0.21,1,0.47,0,0,OTHER,FEMALE,SINGLE,1,BRANCH
CUST000641,2022-05-21,26,12454.0,SALARIED,OWN,10000,0.37,788.0,1,0,2,0,0,0,5,0.35,2,0.09,0,0,BACHELORS,MALE,SINGLE,1,ONLINE
CUST000642,2022-08-30,35,12743.0,SALARIED,OWN,15000,0.28,737.0,0,0,4,0,0,0,5,0.17,0,0.12,0,0,BACHELORS,MALE,MARRIED,1,BRANCH
CUST000643,2022-08-08,40,15679.0,SELF-EMPLOYED,RENT,30000,0.46,713.0,2,0,5,0,0,0,12,0.18,0,0.28,0,0,MASTERS,FEMALE,MARRIED,1,DSA
CUST000644,2022-05-06,29,16076.0,SALARIED,RENT,20000,0.31,642.0,2,0,3,1,2,0,2,0.45,2,0.68,0,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST000645,2022-02-27,52,9623.0,SALARIED,OWN,15000,0.46,663.0,2,0,4,0,0,0,2,0.42,0,0.33,0,0,BACHELORS,FEMALE,DIVORCED,0,ONLINE
CUST000646,2022-05-28,24,9535.0,SALARIED,OWN,20000,0.2,675.0,2,0,3,0,1,0,13,0.11,0,0.16,0,1,BACHELORS,FEMALE,SINGLE,1,BRANCH
CUST000647,2022-11-13,38,7839.0,SALARIED,OWN,20000,0.26,741.0,1,1,6,0,0,1,1,0.15,2,0.05,0,0,BACHELORS,MALE,MARRIED,1,DSA
CUST000648,2022-12-27,25,14795.0,SALARIED,OTHER,15000,0.49,695.0,0,1,5,0,0,1,2,0.16,2,0.09,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST000649,2022-01-01,40,17795.0,SALARIED,RENT,10000,0.57,701.0,1,0,2,0,0,0,6,0.07,1,0.38,0,0,OTHER,FEMALE,MARRIED,0,DSA
CUST000650,2022-12-14,43,10740.0,SELF-EMPLOYED,RENT,20000,0.34,667.0,4,0,6,1,3,0,1,0.05,2,0.17,0,1,OTHER,MALE,SINGLE,0,BRANCH
CUST000651,2022-07-09,31,11034.0,SALARIED,OTHER,15000,0.05,715.0,3,0,2,0,0,0,3,0.43,1,0.21,0,0,BACHELORS,MALE,SINGLE,1,DSA
CUST000652,2022-07-10,57,17867.0,SALARIED,OWN,5000,0.32,690.0,5,0,9,0,3,0,3,0.37,1,0.28,0,0,BACHELORS,FEMALE,MARRIED,0,DSA
CUST000653,2022-11-08,42,14022.0,SALARIED,OTHER,15000,0.35,677.0,0,1,4,0,0,1,6,0.08,2,0.14,0,1,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000654,2022-04-27,24,13745.0,SALARIED,OWN,50000,0.32,638.0,0,0,7,0,0,0,0,0.05,0,0.06,0,1,BACHELORS,FEMALE,DIVORCED,0,BRANCH
CUST000655,2022-05-14,49,7236.0,SALARIED,OWN,15000,0.4,669.0,0,0,6,0,0,0,12,0.4,0,0.2,0,0,BACHELORS,FEMALE,SINGLE,1,BRANCH
CUST000656,2022-02-27,64,14715.0,SALARIED,RENT,50000,0.28,621.0,0,0,3,0,0,0,16,0.34,0,0.53,0,0,OTHER,FEMALE,SINGLE,0,BRANCH
CUST000657,2022-02-13,54,8283.0,SALARIED,OWN,5000,0.48,673.0,1,0,2,0,1,0,6,0.31,1,0.32,0,0,BACHELORS,FEMALE,SINGLE,0,DSA
CUST000658,2022-06-22,33,7464.0,SALARIED,RENT,20000,0.17,679.0,1,0,4,0,0,0,19,0.35,0,0.3,0,0,OTHER,MALE,SINGLE,0,BRANCH
CUST000659,2022-06-09,62,10613.0,SELF-EMPLOYED,OWN,10000,0.54,555.0,1,0,4,0,1,0,16,0.28,0,0.24,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000660,2022-06-22,29,9657.0,SALARIED,RENT,10000,0.58,663.0,4,0,4,0,3,0,11,0.22,4,0.3,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST000661,2022-11-13,62,11114.0,SALARIED,OWN,15000,0.21,616.0,2,0,3,0,2,0,17,0.05,2,0.12,0,1,OTHER,MALE,MARRIED,1,BRANCH
CUST000662,2022-10-30,51,6236.0,SALARIED,OWN,15000,0.21,700.0,0,0,4,0,0,0,3,0.21,0,0.23,0,0,BACHELORS,MALE,MARRIED,0,ONLINE
CUST000663,2022-05-29,27,15835.0,SALARIED,OTHER,20000,0.41,707.0,1,1,7,0,1,0,12,0.23,0,0.41,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000664,2022-03-21,24,16511.0,SALARIED,RENT,20000,0.17,654.0,1,0,3,0,1,0,9,0.26,1,0.21,0,0,OTHER,FEMALE,MARRIED,0,DSA
CUST000665,2022-08-01,39,4211.0,SALARIED,OTHER,15000,0.28,702.0,1,0,7,0,0,0,1,0.27,0,0.09,0,0,MASTERS,FEMALE,DIVORCED,0,BRANCH
CUST000666,2022-07-22,62,15914.0,SELF-EMPLOYED,RENT,30000,0.52,705.0,0,0,4,0,0,0,3,0.44,0,0.17,0,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST000667,2022-09-09,50,8758.0,SALARIED,RENT,15000,0.46,664.0,2,0,3,0,2,0,4,0.43,0,0.76,0,0,MASTERS,FEMALE,SINGLE,0,ONLINE
CUST000668,2022-08-17,51,15428.0,SALARIED,RENT,10000,0.65,752.0,2,1,10,0,2,1,3,0.16,1,0.44,0,0,MASTERS,FEMALE,DIVORCED,0,BRANCH
CUST000669,2022-06-13,55,11726.0,SALARIED,OWN,10000,0.38,639.0,1,0,4,0,0,0,11,0.17,0,0.13,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000670,2022-08-15,41,12115.0,SALARIED,OWN,15000,0.26,749.0,1,0,4,0,1,0,13,0.23,1,0.28,0,0,BACHELORS,MALE,SINGLE,0,DSA
CUST000671,2022-05-27,51,11260.0,SALARIED,OWN,20000,0.36,664.0,4,0,2,0,0,0,9,0.5,5,0.34,0,0,BACHELORS,MALE,DIVORCED,0,DSA
CUST000672,2022-01-20,39,16849.0,SALARIED,RENT,5000,0.33,633.0,1,0,1,0,0,0,15,0.2,1,0.56,1,0,BACHELORS,MALE,SINGLE,0,DSA
CUST000673,2022-02-16,51,7042.0,SALARIED,OWN,10000,0.33,657.0,1,0,3,0,0,0,6,0.12,2,0.09,0,0,OTHER,MALE,MARRIED,0,BRANCH
CUST000674,2022-08-21,52,14431.0,SALARIED,OTHER,10000,0.35,620.0,0,0,1,0,0,0,1,0.32,1,0.5,1,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST000675,2022-11-01,22,16405.0,SALARIED,RENT,15000,0.21,714.0,1,0,2,0,0,0,18,0.22,2,0.13,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000676,2022-01-14,30,14865.0,SELF-EMPLOYED,RENT,10000,0.39,595.0,1,0,7,0,0,0,19,0.27,0,0.31,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000677,2022-05-23,22,21299.0,SALARIED,OWN,10000,0.14,744.0,2,0,3,0,2,0,13,0.2,1,0.18,0,0,BACHELORS,MALE,DIVORCED,0,ONLINE
CUST000678,2022-01-01,22,9884.0,SALARIED,OWN,15000,0.24,628.0,3,1,5,0,1,0,15,0.24,2,0.08,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST000679,2022-02-23,44,15829.0,SELF-EMPLOYED,OTHER,20000,0.33,717.0,2,0,1,0,1,0,10,0.33,3,0.53,1,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST000680,2022-09-16,37,11576.0,SELF-EMPLOYED,OWN,15000,0.05,676.0,1,0,4,0,1,0,5,0.25,2,0.34,0,0,MASTERS,FEMALE,SINGLE,1,BRANCH
CUST000681,2022-05-24,52,16934.0,SELF-EMPLOYED,OWN,15000,0.47,689.0,2,0,2,0,1,0,9,0.26,1,0.22,0,0,MASTERS,FEMALE,SINGLE,0,DSA
CUST000682,2022-01-12,36,11969.0,SALARIED,OWN,5000,0.05,645.0,2,0,2,0,1,0,6,0.24,0,0.21,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000683,2022-11-26,36,10448.0,SELF-EMPLOYED,OWN,30000,0.45,693.0,3,1,3,0,2,1,13,0.15,0,0.03,0,0,MASTERS,FEMALE,MARRIED,0,ONLINE
CUST000684,2022-08-12,59,17224.0,SALARIED,OWN,15000,0.16,682.0,2,0,4,0,2,0,12,0.25,1,0.21,0,0,MASTERS,FEMALE,MARRIED,0,ONLINE
CUST000685,2022-09-29,51,10034.0,SALARIED,RENT,50000,0.29,602.0,2,0,1,0,2,0,2,0.22,1,0.25,1,0,MASTERS,MALE,MARRIED,0,BRANCH
CUST000686,2022-12-24,63,6349.0,SALARIED,OWN,50000,0.43,627.0,1,0,1,1,0,0,14,0.4,0,0.32,1,1,MASTERS,MALE,SINGLE,1,BRANCH
CUST000687,2022-06-05,44,9933.0,SELF-EMPLOYED,RENT,20000,0.68,648.0,3,0,6,1,3,0,16,0.49,0,0.57,0,0,BACHELORS,MALE,SINGLE,1,BRANCH
CUST000688,2022-01-08,21,14476.0,SALARIED,OWN,5000,0.37,637.0,3,1,2,0,0,0,0,0.21,0,0.16,0,0,OTHER,FEMALE,SINGLE,1,ONLINE
CUST000689,2022-05-02,31,17568.0,SALARIED,RENT,15000,0.05,738.0,1,0,2,0,0,0,4,0.22,0,0.34,0,0,BACHELORS,MALE,MARRIED,0,BRANCH
CUST000690,2022-12-14,41,12445.0,SALARIED,RENT,5000,0.49,675.0,5,0,2,0,2,0,19,0.37,0,0.2,0,0,MASTERS,FEMALE,MARRIED,0,ONLINE
CUST000691,2022-06-13,24,17273.0,SALARIED,OWN,30000,0.32,636.0,1,0,1,0,0,0,4,0.18,1,0.45,1,0,MASTERS,FEMALE,MARRIED,0,ONLINE
CUST000692,2022-03-31,27,6567.0,SELF-EMPLOYED,OWN,20000,0.36,650.0,4,0,3,0,4,0,16,0.3,2,0.53,0,0,MASTERS,FEMALE,SINGLE,0,BRANCH
CUST000693,2022-05-16,46,10227.0,SALARIED,OWN,50000,0.43,650.0,0,1,2,0,0,1,15,0.25,0,0.21,0,0,BACHELORS,MALE,SINGLE,0,ONLINE
CUST000694,2022-07-05,32,10846.0,SALARIED,RENT,20000,0.05,661.0,1,0,4,0,0,0,19,0.19,1,0.33,0,0,BACHELORS,MALE,MARRIED,1,BRANCH
CUST000695,2022-11-12,51,11542.0,SELF-EMPLOYED,RENT,15000,0.35,621.0,2,0,2,1,2,0,0,0.38,0,0.07,0,0,OTHER,FEMALE,SINGLE,0,ONLINE
CUST000696,2022-06-27,37,12336.0,SALARIED,OTHER,15000,0.29,634.0,0,0,2,0,0,0,4,0.2,4,0.42,0,0,BACHELORS,MALE,MARRIED,0,ONLINE
CUST000697,2022-01-28,53,14764.0,SALARIED,OWN,15000,0.53,713.0,3,0,6,0,2,0,19,0.2,1,0.2,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000698,2022-08-08,31,10221.0,SELF-EMPLOYED,OWN,15000,0.46,684.0,1,0,4,0,1,0,1,0.05,4,0.45,0,0,OTHER,FEMALE,SINGLE,0,DSA
CUST000699,2022-12-23,48,12556.0,SELF-EMPLOYED,OWN,20000,0.11,667.0,3,0,5,0,1,0,4,0.29,0,0.27,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000700,2022-02-10,52,11820.0,SELF-EMPLOYED,OWN,30000,0.54,675.0,0,0,4,0,0,0,17,0.2,0,0.17,0,0,MASTERS,MALE,SINGLE,0,ONLINE
CUST000701,2022-08-16,21,8296.0,SALARIED,RENT,15000,0.42,673.0,2,1,5,1,2,1,18,0.16,1,0.71,0,0,MASTERS,MALE,SINGLE,0,DSA
CUST000702,2022-07-11,48,11545.0,SALARIED,OWN,30000,0.12,665.0,1,0,6,0,1,0,5,0.07,2,0.17,0,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST000703,2022-05-25,62,11425.0,SALARIED,RENT,30000,0.36,701.0,1,0,5,0,0,0,16,0.29,0,0.06,0,1,MASTERS,MALE,MARRIED,0,BRANCH
CUST000704,2022-07-20,27,11340.0,SALARIED,RENT,15000,0.51,697.0,1,0,4,0,0,0,10,0.29,2,0.71,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000705,2022-07-31,22,12127.0,SALARIED,RENT,15000,0.17,596.0,3,0,3,0,1,0,14,0.12,0,0.29,0,0,MASTERS,FEMALE,SINGLE,1,BRANCH
CUST000706,2022-08-08,62,12303.0,SALARIED,OWN,20000,0.56,668.0,5,0,7,0,1,0,1,0.27,0,0.3,0,0,OTHER,FEMALE,MARRIED,0,BRANCH
CUST000707,2022-08-28,44,10271.0,SELF-EMPLOYED,OTHER,15000,0.12,600.0,2,1,4,0,2,1,11,0.05,1,0.31,0,0,OTHER,MALE,DIVORCED,0,BRANCH
CUST000708,2022-02-15,24,17091.0,SALARIED,OTHER,5000,0.23,707.0,1,0,6,0,1,0,18,0.43,1,0.37,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000709,2022-02-04,64,7322.0,SALARIED,OTHER,15000,0.21,713.0,1,0,6,0,1,0,15,0.22,3,0.17,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000710,2022-09-10,39,9116.0,SALARIED,RENT,50000,0.56,644.0,3,0,4,0,3,0,11,0.3,2,0.21,0,0,OTHER,FEMALE,MARRIED,0,DSA
CUST000711,2022-03-23,46,23120.0,SALARIED,RENT,5000,0.28,669.0,6,0,2,0,0,0,0,0.28,0,0.28,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000712,2022-09-13,31,7848.0,SELF-EMPLOYED,RENT,20000,0.18,569.0,1,0,6,0,0,0,19,0.39,2,0.44,0,0,MASTERS,FEMALE,SINGLE,0,BRANCH
CUST000713,2022-07-16,60,6585.0,SALARIED,OWN,30000,0.42,724.0,2,0,2,0,0,0,13,0.24,2,0.11,0,0,MASTERS,MALE,MARRIED,1,BRANCH
CUST000714,2022-10-30,63,14938.0,SALARIED,RENT,20000,0.45,710.0,3,0,4,0,2,0,6,0.14,1,0.29,0,0,MASTERS,FEMALE,MARRIED,0,BRANCH
CUST000715,2022-01-10,31,3692.0,SALARIED,RENT,15000,0.45,733.0,0,0,4,0,0,0,7,0.29,2,0.7,0,0,OTHER,MALE,MARRIED,0,BRANCH
CUST000716,2022-11-08,23,11059.0,SALARIED,OTHER,20000,0.31,749.0,4,1,4,1,3,0,12,0.38,2,0.13,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST000717,2022-10-13,32,20583.0,SALARIED,RENT,15000,0.39,614.0,2,0,2,0,2,0,11,0.37,0,0.23,0,0,MASTERS,FEMALE,SINGLE,0,ONLINE
CUST000718,2022-08-30,23,5820.0,SELF-EMPLOYED,OWN,5000,0.25,719.0,2,0,5,0,1,0,6,0.16,1,0.24,0,0,OTHER,MALE,MARRIED,0,BRANCH
CUST000719,2022-09-08,62,4072.0,SALARIED,RENT,50000,0.6,749.0,4,0,5,0,1,0,1,0.19,3,0.36,0,0,OTHER,MALE,SINGLE,0,ONLINE
CUST000720,2022-12-31,47,6003.0,SALARIED,OTHER,15000,0.52,600.0,0,0,4,0,0,0,2,0.27,1,0.38,0,0,MASTERS,MALE,SINGLE,0,ONLINE
CUST000721,2022-01-05,22,15593.0,SALARIED,OWN,20000,0.51,666.0,1,0,3,1,1,0,7,0.33,5,0.29,0,0,MASTERS,MALE,SINGLE,0,ONLINE
CUST000722,2022-04-29,36,16499.0,SELF-EMPLOYED,OWN,15000,0.47,657.0,1,1,4,1,1,0,3,0.07,0,0.32,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000723,2022-10-16,22,9950.0,SELF-EMPLOYED,RENT,5000,0.43,718.0,1,0,3,0,1,0,12,0.27,1,0.44,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000724,2022-03-06,50,14733.0,SALARIED,OWN,50000,0.16,555.0,3,0,3,0,0,0,6,0.3,3,0.23,0,0,BACHELORS,MALE,MARRIED,1,DSA
CUST000725,2022-05-26,40,17561.0,SALARIED,OWN,20000,0.44,766.0,3,1,7,0,3,0,11,0.19,2,0.39,0,0,BACHELORS,FEMALE,DIVORCED,0,DSA
CUST000726,2022-08-12,58,19149.0,SELF-EMPLOYED,OWN,10000,0.37,669.0,0,0,3,0,0,0,3,0.28,1,0.15,0,0,BACHELORS,FEMALE,MARRIED,1,BRANCH
CUST000727,2022-08-27,48,11015.0,SELF-EMPLOYED,RENT,50000,0.54,721.0,3,0,1,0,1,0,4,0.4,3,0.07,1,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST000728,2022-06-26,45,3000.0,SELF-EMPLOYED,OWN,20000,0.47,672.0,1,0,2,0,0,0,13,0.3,1,0.1,0,0,BACHELORS,MALE,DIVORCED,0,BRANCH
CUST000729,2022-09-24,52,8716.0,SELF-EMPLOYED,OWN,15000,0.43,700.0,2,1,1,0,1,0,14,0.19,2,0.19,1,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST000730,2022-12-07,30,10293.0,SALARIED,RENT,20000,0.1,559.0,2,0,2,1,0,0,7,0.31,0,0.37,0,0,OTHER,FEMALE,DIVORCED,0,BRANCH
CUST000731,2022-10-09,62,10964.0,SALARIED,OTHER,10000,0.34,656.0,2,0,3,0,2,0,6,0.16,2,0.11,0,0,MASTERS,FEMALE,MARRIED,1,BRANCH
CUST000732,2022-03-04,60,11249.0,SELF-EMPLOYED,OTHER,15000,0.27,717.0,5,0,7,0,2,0,7,0.37,1,0.35,0,0,OTHER,MALE,MARRIED,0,BRANCH
CUST000733,2022-08-05,53,16476.0,SELF-EMPLOYED,OWN,5000,0.39,689.0,1,0,4,0,1,0,14,0.3,2,0.03,0,0,BACHELORS,FEMALE,MARRIED,0,ONLINE
CUST000734,2022-12-08,33,17098.0,SALARIED,OTHER,15000,0.29,593.0,2,0,7,0,2,0,4,0.54,1,0.23,0,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000735,2022-11-11,61,11313.0,SALARIED,OWN,15000,0.31,678.0,0,0,2,0,0,0,0,0.34,1,0.33,0,0,BACHELORS,FEMALE,SINGLE,0,DSA
CUST000736,2022-10-10,62,16394.0,SELF-EMPLOYED,RENT,30000,0.42,634.0,2,0,1,0,2,0,11,0.37,2,0.69,1,0,OTHER,FEMALE,SINGLE,0,BRANCH
CUST000737,2022-06-26,57,13431.0,SALARIED,RENT,20000,0.29,630.0,1,0,6,1,0,0,10,0.23,2,0.12,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000738,2022-04-08,36,12258.0,SELF-EMPLOYED,OWN,10000,0.37,599.0,4,0,4,0,3,0,3,0.21,4,0.6,0,0,BACHELORS,FEMALE,SINGLE,0,BRANCH
CUST000739,2022-04-15,42,15626.0,SALARIED,RENT,30000,0.12,706.0,2,0,4,0,2,0,16,0.21,2,0.3,0,0,BACHELORS,FEMALE,SINGLE,0,DSA
CUST000740,2022-04-09,40,12289.0,SALARIED,OWN,15000,0.23,731.0,1,0,6,0,0,0,3,0.2,2,0.09,0,0,OTHER,FEMALE,DIVORCED,1,ONLINE
CUST000741,2022-11-07,63,20231.0,SALARIED,RENT,20000,0.45,781.0,3,1,6,0,3,0,2,0.46,0,0.45,0,0,OTHER,MALE,SINGLE,0,BRANCH
CUST000742,2022-01-06,47,6246.0,SALARIED,OWN,10000,0.17,601.0,0,1,6,0,0,0,5,0.15,1,0.6,0,0,MASTERS,MALE,SINGLE,0,BRANCH
CUST000743,2022-07-16,61,9939.0,SALARIED,RENT,30000,0.54,713.0,3,0,4,0,2,0,17,0.27,0,0.15,0,0,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST000744,2022-12-17,36,11494.0,SALARIED,OWN,30000,0.5,717.0,2,0,5,0,0,0,3,0.16,3,0.05,0,0,BACHELORS,FEMALE,SINGLE,1,BRANCH
CUST000745,2022-05-13,54,13758.0,SELF-EMPLOYED,OWN,20000,0.31,646.0,4,0,4,1,3,0,14,0.27,2,0.18,0,0,OTHER,MALE,SINGLE,0,BRANCH
CUST000746,2022-12-24,52,17072.0,SELF-EMPLOYED,OTHER,30000,0.8,629.0,1,0,2,1,0,0,12,0.23,3,0.4,0,0,BACHELORS,MALE,MARRIED,0,ONLINE
CUST000747,2022-09-16,46,11902.0,SALARIED,RENT,15000,0.54,621.0,1,0,4,0,0,0,19,0.21,0,0.37,0,0,OTHER,FEMALE,SINGLE,0,ONLINE
CUST000748,2022-01-23,45,6311.0,SALARIED,OTHER,30000,0.21,649.0,4,1,5,0,4,1,19,0.32,1,0.4,0,0,MASTERS,MALE,SINGLE,0,BRANCH
CUST000749,2022-02-22,22,15370.0,SALARIED,OWN,15000,0.46,685.0,3,0,5,0,1,0,12,0.36,3,0.43,0,0,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000750,2022-06-14,32,15020.0,SALARIED,OWN,10000,0.36,743.0,2,0,5,0,1,0,3,0.36,0,0.26,0,1,BACHELORS,MALE,SINGLE,1,BRANCH
CUST000751,2022-07-21,60,4233.0,SALARIED,RENT,20000,0.23,730.0,0,0,2,0,0,0,2,0.26,3,0.34,0,0,OTHER,FEMALE,DIVORCED,0,BRANCH
CUST000752,2022-03-24,29,11985.0,SALARIED,OWN,20000,0.19,594.0,3,1,1,0,3,0,8,0.16,3,0.2,1,0,MASTERS,MALE,MARRIED,0,ONLINE
CUST000753,2022-05-25,32,5639.0,SALARIED,OWN,10000,0.5,636.0,0,0,3,0,0,0,4,0.17,1,0.02,0,0,OTHER,MALE,SINGLE,0,BRANCH
CUST000754,2022-03-26,46,9341.0,SALARIED,RENT,5000,0.26,740.0,0,0,9,0,0,0,4,0.17,3,0.06,0,0,BACHELORS,MALE,SINGLE,0,ONLINE
CUST000755,2022-03-19,29,8389.0,SALARIED,OWN,10000,0.33,638.0,3,1,6,0,0,1,17,0.27,1,0.26,0,0,OTHER,FEMALE,MARRIED,0,ONLINE
CUST000756,2022-01-01,30,15237.0,SELF-EMPLOYED,OWN,15000,0.21,672.0,1,0,1,0,0,0,0,0.29,2,0.1,1,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000757,2022-02-20,52,12467.0,SALARIED,OWN,10000,0.24,590.0,0,0,3,0,0,0,12,0.28,1,0.53,0,1,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000758,2022-06-22,54,6858.0,SELF-EMPLOYED,RENT,10000,0.33,733.0,0,1,3,0,0,0,0,0.26,1,0.08,0,1,BACHELORS,FEMALE,SINGLE,0,ONLINE
CUST000759,2022-07-24,40,15520.0,SELF-EMPLOYED,RENT,15000,0.41,579.0,1,0,3,0,1,0,16,0.26,0,0.4,0,0,OTHER,MALE,MARRIED,0,ONLINE
CUST000760,2022-09-17,59,6265.0,SELF-EMPLOYED,OWN,50000,0.05,593.0,1,2,7,1,0,0,7,0.18,0,0.5,0,0,MASTERS,FEMALE,MARRIED,1,BRANCH
CUST000761,2022-10-15,22,13320.0,SELF-EMPLOYED,RENT,20000,0.35,728.0,0,0,4,0,0,0,4,0.06,1,0.54,0,1,BACHELORS,FEMALE,SINGLE,1,ONLINE
CUST000762,2022-02-03,21,8744.0,SALARIED,OWN,15000,0.24,771.0,2,0,1,0,1,0,1,0.24,1,0.2,1,0,MASTERS,FEMALE,SINGLE,0,BRANCH
CUST000763,2022-12-14,56,10537.0,SALARIED,OTHER,50000,0.56,660.0,1,0,1,1,1,0,11,0.38,4,0.06,1,0,BACHELORS,MALE,SINGLE,0,BRANCH
CUST000764,2022-04-05,44,14017.0,SALARIED,OTHER,20000,0.79,673.0,3,0,4,0,3,0,9,0.29,1,0.28,0,0,OTHER,FEMALE,DIVORCED,0,BRANCH
CUST000765,2022-03-13,47,14086.0,SELF-EMPLOYED,RENT,15000,0.3,720.0,1,0,2,0,1,0,11,0.12,1,0.17,0,1,BACHELORS,FEMALE,MARRIED,0,BRANCH
CUST000766,2022-02-08,22,17348.0,SELF-EMPLOYED,OWN,15000,0.09,689.0,1,0,4,0,1,0,14,0.27,1,0.18,0,1,OTHER,MALE,MARRIED,0,ONLINE
CUST000767,2022-06-03,51,11671.0,SELF-EMPLOYED,RENT,15000,0.37,656.0,5,1,5,0,4,0,15,0.11,1,0.37,0,0,MASTERS,FEMALE,SINGLE,1,BRANCH
CUST000768,2022-09-07,34,13226.0,SALARIED,RENT,10000,0.32,651.0,1,0,3,0,0,0,7,0.28,1,0.21,0,0,OTHER,MALE,SINGLE,0,ONLINE
