cust_id,age,gender,marital_status,education_level,employment_type,monthly_income,residence_type,city,state,application_id,application_date,product_type,channel,requested_amount,tenure_months,account_id,account_open_date,current_balance,emi_amount,bureau_score,total_accounts,active_accounts,overdue_accounts,recent_enquiries_6m,broken_ptp_flag,write_off_flag,legal_case_flag,ptp_kept_ratio,default_6m_flag,snapshot_date,credit_card_utilization_pct,past_due_accounts_count,recent_loan_inquiry_flag,repayment_to_due_ratio,early_repayment_flag,salary_credit_3m
CUST001076,51,M,Married,High School,Salaried,42298,Owned,Angelaville,Rhode Island,APP001076,2022-09-15,Credit Card,DSA,327206,24,ACC001076,2022-03-04,145232,15250.36,605,7,5,0,4,0,0,0,0.81,0,2022-12-31,49.28,1,0,0.97,0,3
CUST001077,46,M,Divorced,Graduate,Salaried,40062,Parental,Morganchester,Idaho,APP001077,2022-07-26,Credit Card,Online,52290,60,ACC001077,2020-08-13,215487,1136.91,532,3,3,1,1,0,0,0,0.86,0,2022-12-31,10.1,4,0,0.89,0,1
CUST001078,37,M,Single,Post Graduate,Self-employed,46642,Owned,North Melindafurt,Florida,APP001078,2022-07-30,Personal Loan,Online,178897,48,ACC001078,2021-09-22,153560,4623.69,877,6,3,2,3,0,0,0,0.54,1,2022-12-31,60.86,1,0,0.75,0,3
CUST001079,23,M,Divorced,Post Graduate,Salaried,12770,Rented,West Mirandamouth,North Carolina,APP001079,2022-01-01,Credit Card,Mobile,347279,24,ACC001079,2021-07-12,34854,16185.92,334,1,1,0,1,0,0,0,0.35,0,2022-12-31,61.62,0,1,1.17,1,2
CUST001080,30,F,Single,Graduate,Salaried,23318,Rented,Port Nathanielboro,Indiana,APP001080,2022-07-05,Home Loan,DSA,334666,180,ACC001080,2022-03-18,188677,3803.8,626,5,3,0,2,0,0,0,0.28,0,2022-12-31,31.04,2,0,1.07,0,2
CUST001081,55,M,Married,High School,Self-employed,30823,Owned,Ryanview,Arizona,APP001081,2022-10-05,Personal Loan,Online,371311,24,ACC001081,2020-07-09,32968,17306.0,464,6,1,2,1,0,0,0,0.81,0,2022-12-31,57.47,0,0,1.07,0,3
CUST001082,36,F,Single,Graduate,Unemployed,22034,Rented,West Josephport,Nevada,APP001082,2022-08-25,Home Loan,Online,300000,180,ACC001082,2021-11-21,117689,3409.79,848,3,1,0,2,0,0,0,0.99,0,2022-12-31,29.17,0,0,1.14,0,0
CUST001083,33,M,Married,Post Graduate,Unemployed,5248,Parental,Veronicastad,Texas,APP001083,2022-07-31,Auto Loan,Mobile,150000,48,ACC001083,2022-02-23,49865,3876.83,807,9,4,1,2,0,0,0,0.86,1,2022-12-31,23.67,0,0,1.04,0,0
CUST001084,31,F,Married,Graduate,Unemployed,20353,Owned,East Gina,Indiana,APP001084,2022-07-03,Personal Loan,Branch,117922,60,ACC001084,2022-06-28,57426,2563.91,796,4,4,2,1,0,0,0,0.35,0,2022-12-31,65.38,0,0,0.9,0,0
CUST001085,27,F,Divorced,Post Graduate,Salaried,46185,Parental,Allisonmouth,New Jersey,APP001085,2022-12-06,Personal Loan,DSA,498940,36,ACC001085,2022-03-23,240032,16334.66,321,4,4,0,2,0,0,0,0.21,0,2022-12-31,37.7,0,0,0.83,0,2
CUST001086,23,M,Married,Post Graduate,Self-employed,45211,Owned,East Charlesmouth,Indiana,APP001086,2022-09-23,Credit Card,Online,461202,12,ACC001086,2021-03-12,236456,40761.8,461,2,2,0,3,0,0,0,0.87,0,2022-12-31,60.17,2,0,1.02,0,3
CUST001087,69,F,Divorced,High School,Salaried,43437,Parental,Hamiltonside,Wyoming,APP001087,2022-07-05,Credit Card,Online,375405,60,ACC001087,2021-01-08,191232,8162.21,407,1,1,2,4,0,0,0,0.31,1,2022-12-31,46.83,1,0,0.96,0,1
CUST001088,53,M,Married,High School,Unemployed,28231,Rented,New Ian,South Carolina,APP001088,2022-11-15,Personal Loan,DSA,68016,60,ACC001088,2021-02-08,201051,1478.83,420,1,1,0,0,0,0,0,0.73,0,2022-12-31,93.67,1,0,0.93,0,0
CUST001089,31,M,Single,High School,Salaried,3914,Owned,Port Kelly,Alabama,APP001089,2022-10-23,Personal Loan,DSA,323811,24,ACC001089,2022-04-28,101515,15092.13,439,7,4,0,0,0,0,0,0.03,0,2022-12-31,22.71,3,0,0.95,1,3
CUST001090,69,M,Married,High School,Self-employed,6650,Parental,Zimmermanmouth,Connecticut,APP001090,2022-11-17,Credit Card,Mobile,123685,24,ACC001090,2020-07-29,159988,5764.69,413,1,1,1,0,0,0,0,0.82,1,2022-12-31,49.49,1,0,0.99,0,2
CUST001091,28,F,Divorced,Graduate,Salaried,34956,Rented,Aprilport,Maryland,APP001091,2022-08-15,Personal Loan,Online,256457,24,ACC001091,2020-10-15,131556,11952.91,318,1,1,2,0,0,0,0,0.49,0,2022-12-31,67.84,0,0,1.18,0,3
CUST001092,46,M,Single,Graduate,Unemployed,12727,Rented,Lake Johnbury,Oklahoma,APP001092,2022-09-24,Home Loan,Online,327819,180,ACC001092,2021-10-03,71797,3725.98,782,9,5,0,4,1,0,0,0.22,0,2022-12-31,43.62,0,0,1.05,0,0
CUST001093,55,F,Divorced,Graduate,Self-employed,27611,Owned,Patriciahaven,Illinois,APP001093,2022-10-24,Home Loan,Branch,463470,180,ACC001093,2022-03-18,2370,5267.79,883,8,3,0,2,0,0,0,0.61,0,2022-12-31,92.85,2,0,0.71,1,1
CUST001094,37,M,Married,Post Graduate,Unemployed,25194,Rented,Connorstad,Arizona,APP001094,2022-12-21,Credit Card,Online,157884,24,ACC001094,2022-08-19,132331,7358.63,732,5,2,2,4,1,0,0,0.98,0,2022-12-31,71.36,2,0,0.88,0,0
CUST001095,49,F,Divorced,High School,Salaried,26425,Owned,Christopherstad,Indiana,APP001095,2022-11-06,Auto Loan,Online,13540,36,ACC001095,2022-03-16,203366,443.28,804,3,3,0,3,1,0,0,0.06,0,2022-12-31,65.84,1,1,1.01,0,2
CUST001096,22,M,Married,High School,Salaried,14692,Owned,Mckinneyfort,Utah,APP001096,2022-11-14,Personal Loan,Branch,152260,60,ACC001096,2022-09-20,40375,3310.5,580,8,5,2,1,0,0,0,0.93,0,2022-12-31,74.35,2,1,0.71,0,1
CUST001097,67,F,Married,Graduate,Self-employed,32840,Parental,Pattersonview,Missouri,APP001097,2022-05-28,Home Loan,Online,300000,180,ACC001097,2022-02-13,13517,3409.79,329,6,2,1,4,0,0,0,0.7,0,2022-12-31,90.98,1,0,1.16,0,1
CUST001098,56,M,Single,Graduate,Self-employed,21142,Parental,Raymondborough,Alaska,APP001098,2022-08-13,Personal Loan,DSA,9045,48,ACC001098,2022-01-11,90376,233.77,622,4,1,2,4,0,0,0,0.43,0,2022-12-31,87.16,0,0,0.65,0,3
CUST001099,22,F,Divorced,Graduate,Unemployed,17009,Parental,Munozview,Florida,APP001099,2022-12-24,Personal Loan,DSA,361906,60,ACC001099,2020-08-05,54289,7868.71,647,5,5,2,1,0,0,0,0.39,0,2022-12-31,71.56,0,0,0.97,0,0
CUST001100,48,F,Married,High School,Self-employed,29684,Parental,East Jackieborough,Wyoming,APP001100,2022-12-08,Credit Card,DSA,446704,24,ACC001100,2022-12-03,284273,20819.91,546,6,1,1,0,0,0,0,0.66,0,2022-12-31,73.68,1,1,1.19,0,3
CUST001101,52,F,Married,Graduate,Self-employed,11483,Owned,Cynthiaburgh,Arkansas,APP001101,2022-03-04,Credit Card,Mobile,165946,60,ACC001101,2020-08-23,130243,3608.07,462,9,5,0,1,0,0,0,0.69,0,2022-12-31,22.4,1,0,1.04,0,1
CUST001102,50,F,Divorced,Graduate,Unemployed,10044,Parental,North Susanville,South Carolina,APP001102,2022-11-03,Home Loan,DSA,441338,180,ACC001102,2022-10-29,246426,5016.23,331,9,2,2,1,0,0,0,0.4,0,2022-12-31,18.74,4,0,1.01,0,0
CUST001103,67,M,Married,Graduate,Unemployed,13637,Rented,East Elizabethvill,Maryland,APP001103,2022-11-19,Home Loan,Mobile,300000,180,ACC001103,2021-09-24,70425,3409.79,395,9,3,2,3,0,0,0,0.46,0,2022-12-31,58.53,0,1,1.2,0,0
CUST001104,26,M,Divorced,Post Graduate,Salaried,26812,Rented,East Josephstad,Massachusetts,APP001104,2022-09-04,Auto Loan,Online,150000,24,ACC001104,2022-04-05,68836,6991.18,579,2,2,0,3,0,0,0,0.04,1,2022-12-31,11.56,4,1,1.08,0,2
CUST001105,52,F,Divorced,Graduate,Unemployed,23263,Owned,Port Jonathan,Delaware,APP001105,2022-05-03,Credit Card,DSA,388837,60,ACC001105,2022-01-24,209473,8454.26,742,6,3,1,3,0,0,0,0.3,1,2022-12-31,51.0,0,0,1.18,0,0
CUST001106,64,F,Divorced,Graduate,Unemployed,16938,Owned,West Shane,Missouri,APP001106,2022-12-30,Personal Loan,Online,122449,60,ACC001106,2021-05-12,269287,2662.34,532,2,2,2,4,0,0,0,0.3,0,2022-12-31,27.88,1,0,1.02,0,0
CUST001107,35,M,Married,High School,Salaried,25558,Parental,Janiceshire,Nebraska,APP001107,2022-10-15,Credit Card,DSA,258534,60,ACC001107,2022-10-10,115281,5621.16,642,3,2,0,0,0,0,0,0.08,0,2022-12-31,39.41,0,0,1.0,0,2
CUST001108,34,F,Single,High School,Unemployed,34742,Rented,Cunninghammouth,Tennessee,APP001108,2022-12-31,Credit Card,DSA,417079,12,ACC001108,2022-08-13,97313,36862.13,813,6,1,2,0,0,0,0,0.44,0,2022-12-31,75.94,1,0,1.06,0,0
CUST001109,36,F,Married,High School,Salaried,4406,Rented,North Patrickmouth,Virginia,APP001109,2022-10-07,Personal Loan,DSA,162546,60,ACC001109,2022-02-19,21100,3534.14,638,4,3,0,4,0,0,0,0.5,0,2022-12-31,90.01,0,0,0.71,0,3
CUST001110,45,M,Divorced,Graduate,Salaried,48657,Owned,Hamptontown,Maine,APP001110,2022-12-22,Personal Loan,DSA,75534,36,ACC001110,2022-12-17,220119,2472.89,586,9,2,1,4,0,0,0,0.9,0,2022-12-31,16.16,3,1,1.08,0,2
CUST001111,67,M,Married,High School,Salaried,27852,Owned,East Johnburgh,New Mexico,APP001111,2022-10-10,Auto Loan,Mobile,150000,60,ACC001111,2022-04-29,267676,3261.36,456,2,2,0,1,0,0,0,0.87,0,2022-12-31,55.41,1,0,1.18,1,2
CUST001112,49,F,Married,Graduate,Self-employed,22888,Owned,Lake Jasonside,Oregon,APP001112,2022-07-28,Auto Loan,DSA,24147,12,ACC001112,2021-10-12,222863,2134.15,577,3,1,2,4,0,0,0,0.12,1,2022-12-31,85.02,1,0,0.97,0,1
CUST001113,47,M,Divorced,Graduate,Self-employed,49569,Rented,Brettberg,North Carolina,APP001113,2022-02-17,Credit Card,Online,274051,12,ACC001113,2022-01-31,51796,24221.08,725,3,3,0,4,0,0,0,0.74,0,2022-12-31,17.01,1,0,0.61,0,1
CUST001114,56,M,Divorced,Graduate,Salaried,8145,Rented,Timothyberg,Minnesota,APP001114,2022-04-26,Home Loan,DSA,310414,180,ACC001114,2021-06-25,92268,3528.16,879,8,4,2,3,1,0,0,0.32,0,2022-12-31,80.08,1,0,0.64,0,3
CUST001115,67,F,Divorced,High School,Self-employed,7890,Owned,Davidshire,Wyoming,APP001115,2022-02-28,Personal Loan,DSA,410154,60,ACC001115,2021-06-22,159599,8917.74,422,7,3,2,3,0,0,0,0.38,0,2022-12-31,40.41,0,0,0.74,0,1
CUST001116,27,M,Divorced,Post Graduate,Unemployed,26460,Rented,Hudsonton,Mississippi,APP001116,2022-11-28,Personal Loan,Branch,403878,24,ACC001116,2022-10-03,209128,18823.88,676,3,2,2,3,0,0,0,0.78,0,2022-12-31,37.38,1,0,0.89,0,0
CUST001117,33,M,Divorced,Graduate,Salaried,36585,Parental,Morriston,Indiana,APP001117,2022-03-02,Credit Card,DSA,450838,48,ACC001117,2020-12-15,84592,11652.14,709,4,4,0,0,1,1,0,0.99,1,2022-12-31,93.08,1,1,0.85,0,1
CUST001118,49,M,Married,High School,Unemployed,29751,Owned,Sanchezville,Idaho,APP001118,2022-11-28,Home Loan,Mobile,300000,180,ACC001118,2021-03-26,161609,3409.79,571,5,2,1,2,0,1,0,0.36,0,2022-12-31,27.07,1,0,1.19,0,0
CUST001119,38,M,Single,High School,Unemployed,34943,Owned,Lake Natashatown,Arkansas,APP001119,2022-07-17,Auto Loan,Branch,78503,48,ACC001119,2022-06-12,21693,2028.95,351,3,3,0,3,0,0,0,0.57,0,2022-12-31,68.92,0,0,1.17,0,0
CUST001120,64,F,Divorced,Post Graduate,Self-employed,24215,Owned,Wangshire,Virginia,APP001120,2022-09-23,Home Loan,Online,491162,180,ACC001120,2022-09-18,57738,5582.53,761,5,2,1,3,0,0,0,0.66,0,2022-12-31,79.82,2,1,0.84,0,1
CUST001121,31,F,Single,Graduate,Unemployed,21584,Rented,Thomasfort,New Hampshire,APP001121,2022-07-13,Personal Loan,Online,246324,36,ACC001121,2021-09-16,198924,8064.33,873,8,4,0,3,0,0,0,0.26,1,2022-12-31,13.5,0,1,1.08,0,0
CUST001122,34,M,Married,High School,Unemployed,25609,Parental,South Kim,Louisiana,APP001122,2022-09-20,Home Loan,DSA,300000,180,ACC001122,2022-03-18,66837,3409.79,828,3,3,1,2,0,0,0,0.51,1,2022-12-31,66.98,1,0,0.98,0,0
CUST001123,50,F,Divorced,Graduate,Self-employed,34542,Parental,Thomasport,South Dakota,APP001123,2022-12-28,Credit Card,DSA,54346,48,ACC001123,2021-06-29,194823,1404.6,648,2,2,1,4,0,0,0,0.37,1,2022-12-31,90.88,1,0,0.75,0,1
CUST001124,44,M,Divorced,Post Graduate,Self-employed,28204,Parental,Lake Brent,Pennsylvania,APP001124,2022-05-20,Personal Loan,Branch,494718,36,ACC001124,2022-02-04,232110,16196.43,381,9,5,2,2,0,0,0,0.24,0,2022-12-31,20.56,0,1,1.16,0,1
CUST001125,61,M,Married,High School,Unemployed,36118,Rented,Lake Michelle,Utah,APP001125,2022-08-01,Auto Loan,Mobile,150000,48,ACC001125,2020-09-23,217039,3876.83,556,8,5,1,0,0,0,0,0.71,0,2022-12-31,86.18,0,0,0.76,1,0
CUST001126,39,M,Married,Post Graduate,Self-employed,33949,Owned,East John,New York,APP001126,2022-09-05,Auto Loan,DSA,150000,12,ACC001126,2022-02-01,51388,13257.25,344,5,4,2,0,0,0,0,0.1,0,2022-12-31,60.56,3,0,1.12,1,2
CUST001127,35,M,Divorced,Post Graduate,Salaried,39258,Owned,Rodriguezfort,Montana,APP001127,2022-12-21,Home Loan,DSA,300000,180,ACC001127,2022-01-13,170563,3409.79,410,4,4,1,1,0,0,0,0.6,1,2022-12-31,62.41,3,1,0.98,0,3
CUST001128,43,M,Married,Graduate,Salaried,12735,Parental,Matthewbury,Kansas,APP001128,2022-12-21,Home Loan,Branch,300000,180,ACC001128,2022-12-16,63641,3409.79,330,3,3,1,1,0,0,0,0.52,0,2022-12-31,62.1,1,0,0.97,0,1
CUST001129,47,M,Married,Post Graduate,Salaried,14972,Owned,Whiteshire,Wyoming,APP001129,2022-11-04,Auto Loan,Mobile,150000,24,ACC001129,2021-12-03,82329,6991.18,447,5,3,1,0,1,0,0,0.38,0,2022-12-31,35.4,1,0,1.1,0,3
CUST001130,54,M,Single,High School,Salaried,10289,Owned,Port Jamesview,Idaho,APP001130,2022-10-10,Auto Loan,DSA,150000,24,ACC001130,2020-10-26,131564,6991.18,804,9,1,2,4,0,0,0,0.8,1,2022-12-31,89.49,2,0,0.9,0,2
CUST001131,42,F,Married,Graduate,Salaried,34870,Rented,Barnesburgh,Mississippi,APP001131,2022-07-15,Auto Loan,Branch,150000,36,ACC001131,2022-02-04,256898,4910.81,882,2,2,0,3,0,0,0,0.75,1,2022-12-31,90.52,0,0,1.11,0,2
CUST001132,51,M,Single,Graduate,Self-employed,38354,Parental,Adamsberg,Alaska,APP001132,2022-07-16,Credit Card,DSA,429536,36,ACC001132,2021-09-02,89078,14062.46,682,4,2,0,4,0,0,0,0.94,0,2022-12-31,63.15,1,0,0.93,0,2
CUST001133,37,F,Single,Graduate,Unemployed,21289,Owned,New Paulbury,Michigan,APP001133,2022-04-08,Personal Loan,Online,240114,48,ACC001133,2020-10-15,272141,6205.87,753,9,5,2,0,0,0,0,0.51,0,2022-12-31,76.59,0,0,1.19,0,0
CUST001134,34,M,Single,Graduate,Self-employed,27290,Parental,Kleinstad,Wyoming,APP001134,2022-11-03,Home Loan,Mobile,300000,180,ACC001134,2021-08-03,60352,3409.79,726,9,2,0,4,0,0,0,0.38,0,2022-12-31,62.04,1,0,1.0,0,1
CUST001135,38,F,Single,Post Graduate,Self-employed,41672,Rented,Lake David,Missouri,APP001135,2022-09-18,Auto Loan,Online,70624,12,ACC001135,2020-12-09,292286,6241.87,379,5,2,1,0,0,0,0,0.77,1,2022-12-31,51.17,1,0,0.82,0,1
CUST001136,58,F,Single,Post Graduate,Unemployed,11133,Rented,East Olivia,Arkansas,APP001136,2022-03-11,Home Loan,Online,300000,180,ACC001136,2022-01-13,119615,3409.79,533,2,2,2,2,0,0,0,0.57,0,2022-12-31,66.17,0,0,1.06,0,0
CUST001137,51,F,Single,High School,Unemployed,49373,Owned,New Kimberlyport,Alaska,APP001137,2022-02-05,Personal Loan,Mobile,456545,24,ACC001137,2021-07-27,216327,21278.58,883,9,1,1,2,0,0,0,0.78,0,2022-12-31,57.01,0,0,0.91,0,0
CUST001138,45,F,Single,High School,Salaried,13876,Rented,Ramseystad,New Mexico,APP001138,2022-05-22,Home Loan,Branch,300000,180,ACC001138,2020-12-31,8115,3409.79,828,1,1,2,3,0,0,0,0.86,0,2022-12-31,60.79,1,1,1.08,0,2
CUST001139,65,M,Single,Post Graduate,Salaried,44058,Parental,Perezfurt,Maryland,APP001139,2022-09-07,Personal Loan,DSA,5420,60,ACC001139,2021-09-15,117930,117.84,490,4,2,2,2,0,0,0,0.6,0,2022-12-31,76.63,1,0,1.1,0,3
CUST001140,56,F,Divorced,Post Graduate,Unemployed,32813,Rented,Carrietown,Idaho,APP001140,2022-08-06,Home Loan,Branch,300000,180,ACC001140,2022-08-01,187271,3409.79,627,1,1,0,1,0,0,0,0.84,1,2022-12-31,50.88,2,0,0.97,0,0
CUST001141,32,F,Single,Post Graduate,Unemployed,37132,Rented,West Ryan,South Carolina,APP001141,2022-08-16,Credit Card,DSA,250665,12,ACC001141,2021-11-01,299953,22154.19,414,7,4,0,2,0,0,0,0.87,0,2022-12-31,13.46,1,0,1.12,0,0
CUST001142,51,F,Divorced,Post Graduate,Self-employed,41311,Parental,Jamestown,Washington,APP001142,2022-07-30,Auto Loan,Mobile,150000,24,ACC001142,2022-02-24,62250,6991.18,791,9,3,1,0,0,0,0,0.7,0,2022-12-31,23.94,2,0,0.84,0,1
CUST001143,67,M,Married,Graduate,Salaried,35741,Rented,Brentbury,Colorado,APP001143,2022-09-16,Home Loan,Online,300000,180,ACC001143,2022-07-29,292460,3409.79,348,8,2,2,3,0,0,0,0.01,1,2022-12-31,47.28,2,0,0.63,0,1
CUST001144,58,M,Divorced,Post Graduate,Unemployed,41498,Rented,Markville,New Hampshire,APP001144,2022-05-25,Credit Card,Branch,479900,36,ACC001144,2022-03-22,96497,15711.31,704,8,1,2,2,0,0,0,0.57,1,2022-12-31,71.61,0,1,1.0,0,0
CUST001145,61,M,Single,Post Graduate,Unemployed,28468,Owned,Solomonberg,South Dakota,APP001145,2022-08-20,Auto Loan,Mobile,45178,60,ACC001145,2022-08-15,68363,982.28,344,9,2,0,4,0,0,0,0.37,0,2022-12-31,60.43,5,1,1.06,0,0
CUST001146,66,M,Married,Post Graduate,Self-employed,8192,Rented,Taylormouth,California,APP001146,2022-10-28,Auto Loan,Branch,41876,12,ACC001146,2021-09-22,42602,3701.07,520,9,2,2,1,0,0,0,0.67,0,2022-12-31,65.28,1,0,0.64,0,2
CUST001147,24,M,Married,High School,Unemployed,19178,Parental,South Danielle,Arkansas,APP001147,2022-10-24,Auto Loan,Branch,150000,48,ACC001147,2022-04-24,186048,3876.83,450,9,3,0,2,0,0,0,0.24,0,2022-12-31,50.74,1,0,1.06,1,0
CUST001148,30,M,Single,High School,Salaried,23007,Parental,East Edward,Missouri,APP001148,2022-12-04,Auto Loan,Online,150000,24,ACC001148,2022-05-20,299262,6991.18,562,1,1,0,4,0,0,0,0.3,0,2022-12-31,62.34,0,1,0.98,0,3
CUST001149,53,F,Divorced,Post Graduate,Self-employed,7560,Rented,Richardborough,Alabama,APP001149,2022-09-08,Personal Loan,Mobile,235602,60,ACC001149,2020-07-15,102490,5122.56,413,2,2,2,3,0,0,0,0.43,0,2022-12-31,37.97,1,0,0.67,0,3
CUST001150,45,F,Divorced,Post Graduate,Unemployed,19972,Rented,East Randallboroug,Hawaii,APP001150,2022-08-16,Home Loan,Mobile,300000,180,ACC001150,2021-09-14,4075,3409.79,798,6,1,0,3,0,0,0,0.87,0,2022-12-31,49.97,0,1,0.92,1,0
CUST001151,48,F,Single,Graduate,Self-employed,38989,Rented,East Aprilport,Georgia,APP001151,2022-08-23,Personal Loan,Online,463787,12,ACC001151,2022-08-18,66253,40990.26,403,2,2,0,0,0,0,0,0.63,0,2022-12-31,73.26,0,0,0.67,0,3
CUST001152,62,M,Divorced,Graduate,Self-employed,15623,Parental,Davidmouth,Kentucky,APP001152,2022-10-03,Personal Loan,DSA,429930,36,ACC001152,2021-04-11,25579,14075.36,517,8,2,0,1,0,0,0,0.08,0,2022-12-31,84.11,2,0,0.79,0,2
CUST001153,52,F,Divorced,Graduate,Salaried,44717,Rented,Kristaland,New York,APP001153,2022-09-05,Auto Loan,DSA,55067,60,ACC001153,2020-11-11,209234,1197.29,786,1,1,1,3,0,0,0,0.08,0,2022-12-31,46.86,1,1,1.08,0,1
CUST001154,36,M,Married,High School,Salaried,23405,Parental,Thomasside,West Virginia,APP001154,2022-09-21,Personal Loan,Online,427326,24,ACC001154,2021-10-15,41565,19916.74,888,4,4,2,0,0,0,0,0.35,0,2022-12-31,13.71,0,0,0.66,0,3
CUST001155,33,M,Single,Graduate,Salaried,27576,Parental,New Sherryton,Michigan,APP001155,2022-06-20,Credit Card,Branch,112045,48,ACC001155,2022-01-12,38795,2895.86,639,6,1,2,0,0,0,0,0.42,0,2022-12-31,23.74,1,0,0.88,0,1
CUST001156,41,M,Married,Graduate,Unemployed,42045,Parental,East Brandi,Georgia,APP001156,2022-11-14,Home Loan,Branch,300000,180,ACC001156,2022-09-21,94505,3409.79,692,9,4,2,0,0,0,0,0.96,0,2022-12-31,11.77,1,0,0.96,0,0
CUST001157,37,M,Single,High School,Salaried,40433,Parental,Cookborough,Nevada,APP001157,2022-11-11,Home Loan,Mobile,494724,180,ACC001157,2022-06-18,180711,5623.02,529,1,1,2,1,0,0,0,0.21,0,2022-12-31,65.53,0,1,1.16,0,3
CUST001158,33,F,Single,Post Graduate,Self-employed,48399,Parental,Johnfurt,Idaho,APP001158,2022-08-15,Personal Loan,Online,478533,48,ACC001158,2022-01-20,83715,12367.94,592,8,5,1,0,0,0,0,0.28,0,2022-12-31,38.25,1,0,1.04,0,1
CUST001159,63,M,Single,Graduate,Self-employed,23510,Rented,North Angela,Alabama,APP001159,2022-08-22,Credit Card,Online,390028,60,ACC001159,2021-08-02,61528,8480.15,802,7,2,1,3,0,0,0,0.24,0,2022-12-31,56.11,1,1,0.68,0,1
CUST001160,39,F,Married,High School,Salaried,39552,Parental,Ashleytown,Mississippi,APP001160,2022-06-14,Auto Loan,Branch,150000,12,ACC001160,2020-08-21,266464,13257.25,780,9,4,2,1,1,0,0,0.07,0,2022-12-31,51.93,2,0,1.18,0,3
CUST001161,68,F,Married,Post Graduate,Unemployed,15014,Parental,Robertshire,New York,APP001161,2022-04-07,Home Loan,Branch,300000,180,ACC001161,2021-07-03,75554,3409.79,703,2,1,1,0,0,0,0,0.99,0,2022-12-31,16.93,1,1,0.89,0,0
CUST001162,64,M,Single,High School,Self-employed,21155,Owned,Perezfurt,West Virginia,APP001162,2022-12-24,Personal Loan,DSA,355051,12,ACC001162,2020-08-07,114865,31380.0,654,7,5,1,2,0,0,0,0.51,0,2022-12-31,44.28,0,0,0.82,0,3
CUST001163,62,F,Divorced,Post Graduate,Unemployed,9691,Rented,New Angelafurt,Montana,APP001163,2022-07-11,Home Loan,Online,300000,180,ACC001163,2022-05-15,7977,3409.79,352,4,2,1,0,0,0,0,0.82,0,2022-12-31,28.75,2,0,0.68,0,0
CUST001164,58,M,Divorced,Post Graduate,Salaried,16231,Rented,Josephmouth,Utah,APP001164,2022-07-25,Personal Loan,Branch,304978,24,ACC001164,2022-04-03,117864,14214.37,655,3,2,2,0,1,0,0,0.79,0,2022-12-31,45.56,2,1,1.16,0,1
CUST001165,61,M,Married,Post Graduate,Unemployed,47254,Owned,Pamelastad,New Mexico,APP001165,2022-07-16,Credit Card,Mobile,361715,60,ACC001165,2022-01-15,285089,7864.56,635,9,1,2,4,0,0,0,0.67,0,2022-12-31,27.3,1,0,0.95,0,0
CUST001166,67,F,Single,Graduate,Unemployed,6999,Parental,Kimshire,Georgia,APP001166,2022-10-20,Auto Loan,DSA,150000,60,ACC001166,2022-07-15,113984,3261.36,370,7,5,2,0,0,1,0,0.24,0,2022-12-31,81.44,0,1,1.19,0,0
CUST001167,46,M,Single,Graduate,Self-employed,33056,Owned,Lake Rickville,California,APP001167,2022-07-30,Home Loan,Mobile,300000,180,ACC001167,2021-01-04,206411,3409.79,695,2,1,1,4,0,0,0,0.84,1,2022-12-31,24.81,3,0,0.7,0,2
CUST001168,49,M,Single,Post Graduate,Self-employed,17657,Owned,West Tara,Alaska,APP001168,2022-06-21,Home Loan,Branch,300000,180,ACC001168,2022-06-16,3167,3409.79,705,8,1,2,3,0,0,0,0.99,0,2022-12-31,91.67,1,0,0.93,0,1
CUST001169,23,F,Married,Post Graduate,Unemployed,34810,Parental,Melaniemouth,Nevada,APP001169,2022-06-12,Credit Card,DSA,485078,60,ACC001169,2021-12-22,199949,10546.77,705,5,4,1,0,0,0,0,0.21,1,2022-12-31,45.35,0,0,0.67,0,0
CUST001170,41,M,Divorced,Post Graduate,Salaried,32946,Owned,Leonardville,Tennessee,APP001170,2022-10-18,Personal Loan,DSA,455256,12,ACC001170,2022-10-13,54558,40236.28,755,6,2,2,1,0,0,0,0.43,0,2022-12-31,81.93,1,0,0.91,0,3
CUST001171,60,M,Divorced,Post Graduate,Unemployed,48014,Parental,Audreymouth,Oklahoma,APP001171,2022-08-01,Home Loan,Online,300000,180,ACC001171,2021-10-29,276337,3409.79,443,1,1,1,2,0,0,0,0.98,1,2022-12-31,63.45,0,1,1.13,0,0
CUST001172,62,M,Single,Graduate,Salaried,12830,Rented,Obrienberg,Idaho,APP001172,2022-11-23,Auto Loan,DSA,74902,48,ACC001172,2022-04-21,156806,1935.88,441,5,1,2,2,0,0,0,0.55,0,2022-12-31,72.5,0,1,0.67,0,3
CUST001173,32,M,Divorced,Post Graduate,Self-employed,47238,Parental,Diamondfort,Missouri,APP001173,2022-11-13,Personal Loan,Branch,123672,24,ACC001173,2022-01-30,224062,5764.08,797,3,2,1,4,0,0,0,0.26,0,2022-12-31,75.26,0,0,0.76,0,1
CUST001174,21,M,Married,High School,Self-employed,37203,Parental,West Moniquemouth,West Virginia,APP001174,2022-12-06,Auto Loan,DSA,150000,12,ACC001174,2021-10-02,67435,13257.25,749,4,4,0,3,1,0,0,0.32,0,2022-12-31,52.91,2,0,1.01,0,2
CUST001175,39,M,Married,High School,Salaried,29503,Owned,Lopezmouth,New Mexico,APP001175,2022-11-30,Home Loan,Branch,300000,180,ACC001175,2020-08-05,289649,3409.79,791,8,5,2,3,0,0,0,0.24,1,2022-12-31,56.18,3,0,0.65,0,2
